OC_ANO,OC_MES,OC_DIA_SEMANA,OC_DIA_SEMANA_TXT,OC_DIA,OC_PERIODO_DIA,OC_PERIODO_DIA_TXT,OC_BAIRRO,OC_BAIRRO_TXT,OC_SUBCATEGORIA,OC_SUBCATEGORIA_TXT
2016,4,7,7-SABADO,16,4,4-MADRUGADA,23,SÃO FRANCISCO,7,Invasão de equipamento/patrimônio público
2018,12,5,5-QUINTA,20,3,3-NOITE,33,HAUER,10,Estacionamento irregular
2015,4,5,5-QUINTA,30,2,2-TARDE,64,BIGORRILHO,4,Pichação
2015,6,7,7-SABADO,27,3,3-NOITE,3,PINHEIRINHO,1,Transporte Coletivo
2018,9,1,1-DOMINGO,2,4,4-MADRUGADA,51,SÃO LOURENÇO,3,Disparo de Alarme (violação)
2019,9,1,1-DOMINGO,15,2,2-TARDE,44,AUGUSTA,9,Uso de substância ilícita
2020,7,2,2-SEGUNDA,6,4,4-MADRUGADA,27,SÃO BRAZ,6,Arrombamento
2020,8,6,6-SEXTA,28,2,2-TARDE,60,VILA IZABEL,9,Uso de substância ilícita
2018,2,7,7-SABADO,24,2,2-TARDE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2020,6,6,6-SEXTA,5,1,1-MANHA,36,BAIRRO ALTO,10,Estacionamento irregular
2015,4,4,4-QUARTA,15,2,2-TARDE,28,PORTÃO,4,Pichação
2018,7,7,7-SABADO,7,1,1-MANHA,19,BOQUEIRÃO,5,Vandalismo
2016,1,6,6-SEXTA,1,3,3-NOITE,12,ALTO BOQUEIRÃO,6,Arrombamento
2018,9,3,3-TERCA,4,1,1-MANHA,32,BATEL,9,Uso de substância ilícita
2020,10,1,1-DOMINGO,11,3,3-NOITE,21,CAMPINA DO SIQUEIRA,10,Estacionamento irregular
2019,10,7,7-SABADO,5,2,2-TARDE,1,XAXIM,9,Uso de substância ilícita
2015,10,2,2-SEGUNDA,26,3,3-NOITE,4,TATUQUARA,6,Arrombamento
2020,5,2,2-SEGUNDA,11,3,3-NOITE,35,SANTA CÂNDIDA,6,Arrombamento
2016,9,2,2-SEGUNDA,26,2,2-TARDE,5,CENTRO,5,Vandalismo
2015,3,7,7-SABADO,21,4,4-MADRUGADA,64,BIGORRILHO,4,Pichação
2020,11,3,3-TERCA,24,4,4-MADRUGADA,31,UBERABA,7,Invasão de equipamento/patrimônio público
2018,4,2,2-SEGUNDA,9,4,4-MADRUGADA,50,CABRAL,8,Desordem
2015,4,1,1-DOMINGO,26,4,4-MADRUGADA,3,PINHEIRINHO,8,Desordem
2016,5,7,7-SABADO,21,2,2-TARDE,11,PAROLIN,1,Transporte Coletivo
2018,10,3,3-TERCA,23,3,3-NOITE,22,SANTA QUITÉRIA,3,Disparo de Alarme (violação)
2018,8,2,2-SEGUNDA,20,4,4-MADRUGADA,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2015,5,7,7-SABADO,23,4,4-MADRUGADA,55,SANTA FELICIDADE,3,Disparo de Alarme (violação)
2016,6,5,5-QUINTA,16,1,1-MANHA,7,REBOUÇAS,1,Transporte Coletivo
2020,3,5,5-QUINTA,19,1,1-MANHA,26,CAMPO COMPRIDO,10,Estacionamento irregular
2015,9,7,7-SABADO,12,3,3-NOITE,7,REBOUÇAS,1,Transporte Coletivo
2015,7,6,6-SEXTA,10,4,4-MADRUGADA,69,UMBARÁ,3,Disparo de Alarme (violação)
2018,11,7,7-SABADO,10,4,4-MADRUGADA,25,SÍTIO CERCADO,6,Arrombamento
2017,5,6,6-SEXTA,26,2,2-TARDE,30,CAJURU,7,Invasão de equipamento/patrimônio público
2015,7,7,7-SABADO,18,4,4-MADRUGADA,35,SANTA CÂNDIDA,1,Transporte Coletivo
2020,9,5,5-QUINTA,24,2,2-TARDE,22,SANTA QUITÉRIA,10,Estacionamento irregular
2019,7,4,4-QUARTA,24,3,3-NOITE,13,CAPÃO DA IMBUIA,7,Invasão de equipamento/patrimônio público
2017,8,2,2-SEGUNDA,7,1,1-MANHA,3,PINHEIRINHO,5,Vandalismo
2020,3,7,7-SABADO,21,1,1-MANHA,2,ALTO DA RUA XV,9,Uso de substância ilícita
2020,3,5,5-QUINTA,12,3,3-NOITE,45,ÁGUA VERDE,10,Estacionamento irregular
2019,8,4,4-QUARTA,21,2,2-TARDE,4,TATUQUARA,7,Invasão de equipamento/patrimônio público
2019,2,7,7-SABADO,2,3,3-NOITE,19,BOQUEIRÃO,6,Arrombamento
2018,1,2,2-SEGUNDA,15,3,3-NOITE,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2020,7,5,5-QUINTA,16,2,2-TARDE,11,PAROLIN,7,Invasão de equipamento/patrimônio público
2019,3,1,1-DOMINGO,17,3,3-NOITE,38,BOA VISTA,1,Transporte Coletivo
2018,2,7,7-SABADO,17,3,3-NOITE,31,UBERABA,7,Invasão de equipamento/patrimônio público
2018,1,7,7-SABADO,20,4,4-MADRUGADA,31,UBERABA,3,Disparo de Alarme (violação)
2018,1,5,5-QUINTA,25,3,3-NOITE,4,TATUQUARA,3,Disparo de Alarme (violação)
2016,7,5,5-QUINTA,7,2,2-TARDE,25,SÍTIO CERCADO,1,Transporte Coletivo
2020,9,7,7-SABADO,19,3,3-NOITE,62,JARDIM DAS AMÉRICAS,10,Estacionamento irregular
2015,12,5,5-QUINTA,31,2,2-TARDE,48,PILARZINHO,6,Arrombamento
2016,2,3,3-TERCA,2,2,2-TARDE,52,MOSSUNGUÊ,1,Transporte Coletivo
2020,3,5,5-QUINTA,12,3,3-NOITE,28,PORTÃO,10,Estacionamento irregular
2019,5,3,3-TERCA,7,2,2-TARDE,9,CIDADE INDUSTRIAL,5,Vandalismo
2019,10,3,3-TERCA,15,2,2-TARDE,19,BOQUEIRÃO,9,Uso de substância ilícita
2019,7,1,1-DOMINGO,14,2,2-TARDE,4,TATUQUARA,4,Pichação
2018,5,4,4-QUARTA,2,3,3-NOITE,40,JARDIM BOTÂNICO,1,Transporte Coletivo
2016,1,4,4-QUARTA,20,3,3-NOITE,9,CIDADE INDUSTRIAL,6,Arrombamento
2019,9,7,7-SABADO,7,1,1-MANHA,12,ALTO BOQUEIRÃO,9,Uso de substância ilícita
2020,5,6,6-SEXTA,8,1,1-MANHA,41,BACACHERI,10,Estacionamento irregular
2018,3,5,5-QUINTA,15,3,3-NOITE,23,SÃO FRANCISCO,4,Pichação
2016,9,6,6-SEXTA,30,3,3-NOITE,45,ÁGUA VERDE,5,Vandalismo
2015,2,2,2-SEGUNDA,2,4,4-MADRUGADA,50,CABRAL,4,Pichação
2015,12,2,2-SEGUNDA,28,1,1-MANHA,25,SÍTIO CERCADO,6,Arrombamento
2016,2,4,4-QUARTA,24,4,4-MADRUGADA,45,ÁGUA VERDE,5,Vandalismo
2017,8,5,5-QUINTA,31,2,2-TARDE,33,HAUER,1,Transporte Coletivo
2017,4,6,6-SEXTA,21,3,3-NOITE,29,BUTIATUVINHA,6,Arrombamento
2019,12,4,4-QUARTA,11,2,2-TARDE,23,SÃO FRANCISCO,7,Invasão de equipamento/patrimônio público
2017,12,2,2-SEGUNDA,25,4,4-MADRUGADA,5,CENTRO,8,Desordem
2016,10,2,2-SEGUNDA,17,3,3-NOITE,59,PRADO VELHO,8,Desordem
2020,10,5,5-QUINTA,15,3,3-NOITE,61,TARUMÃ,10,Estacionamento irregular
2017,9,2,2-SEGUNDA,4,3,3-NOITE,27,SÃO BRAZ,3,Disparo de Alarme (violação)
2017,6,3,3-TERCA,13,4,4-MADRUGADA,30,CAJURU,3,Disparo de Alarme (violação)
2019,4,1,1-DOMINGO,14,2,2-TARDE,25,SÍTIO CERCADO,5,Vandalismo
2017,5,5,5-QUINTA,18,1,1-MANHA,9,CIDADE INDUSTRIAL,1,Transporte Coletivo
2020,4,4,4-QUARTA,15,2,2-TARDE,19,BOQUEIRÃO,10,Estacionamento irregular
2015,2,6,6-SEXTA,6,3,3-NOITE,13,CAPÃO DA IMBUIA,8,Desordem
2020,7,3,3-TERCA,7,3,3-NOITE,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2020,11,3,3-TERCA,10,2,2-TARDE,30,CAJURU,9,Uso de substância ilícita
2020,6,6,6-SEXTA,26,2,2-TARDE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2016,4,3,3-TERCA,26,3,3-NOITE,7,REBOUÇAS,7,Invasão de equipamento/patrimônio público
2019,3,3,3-TERCA,19,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2017,7,1,1-DOMINGO,2,2,2-TARDE,39,CAMPO DE SANTANA,7,Invasão de equipamento/patrimônio público
2015,8,2,2-SEGUNDA,3,3,3-NOITE,19,BOQUEIRÃO,1,Transporte Coletivo
2020,10,3,3-TERCA,27,3,3-NOITE,54,BARREIRINHA,10,Estacionamento irregular
2019,7,2,2-SEGUNDA,1,2,2-TARDE,2,ALTO DA RUA XV,1,Transporte Coletivo
2020,8,1,1-DOMINGO,16,2,2-TARDE,9,CIDADE INDUSTRIAL,6,Arrombamento
2020,7,5,5-QUINTA,23,2,2-TARDE,40,JARDIM BOTÂNICO,10,Estacionamento irregular
2019,6,1,1-DOMINGO,9,2,2-TARDE,40,JARDIM BOTÂNICO,4,Pichação
2020,10,1,1-DOMINGO,4,3,3-NOITE,20,CENTRO CÍVICO,8,Desordem
2015,4,6,6-SEXTA,10,3,3-NOITE,41,BACACHERI,4,Pichação
2018,8,1,1-DOMINGO,5,1,1-MANHA,17,GUABIROTUBA,10,Estacionamento irregular
2020,8,7,7-SABADO,8,1,1-MANHA,25,SÍTIO CERCADO,10,Estacionamento irregular
2016,8,2,2-SEGUNDA,22,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2017,1,6,6-SEXTA,6,4,4-MADRUGADA,13,CAPÃO DA IMBUIA,6,Arrombamento
2015,6,6,6-SEXTA,12,2,2-TARDE,15,CAPÃO RASO,1,Transporte Coletivo
2019,5,3,3-TERCA,7,1,1-MANHA,5,CENTRO,5,Vandalismo
2016,8,7,7-SABADO,6,3,3-NOITE,15,CAPÃO RASO,5,Vandalismo
2018,3,6,6-SEXTA,2,3,3-NOITE,10,ALTO DA GLÓRIA,1,Transporte Coletivo
2018,7,2,2-SEGUNDA,23,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2020,8,2,2-SEGUNDA,24,2,2-TARDE,6,ABRANCHES,5,Vandalismo
2017,1,3,3-TERCA,24,1,1-MANHA,25,SÍTIO CERCADO,1,Transporte Coletivo
2016,3,4,4-QUARTA,9,4,4-MADRUGADA,4,TATUQUARA,4,Pichação
2020,4,5,5-QUINTA,9,3,3-NOITE,28,PORTÃO,9,Uso de substância ilícita
2020,12,4,4-QUARTA,16,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2020,5,3,3-TERCA,12,3,3-NOITE,34,SÃO JOÃO,10,Estacionamento irregular
2015,7,4,4-QUARTA,1,3,3-NOITE,30,CAJURU,9,Uso de substância ilícita
2017,3,5,5-QUINTA,30,3,3-NOITE,53,GUAÍRA,1,Transporte Coletivo
2020,4,5,5-QUINTA,23,3,3-NOITE,37,FANNY,1,Transporte Coletivo
2020,1,2,2-SEGUNDA,13,4,4-MADRUGADA,39,CAMPO DE SANTANA,5,Vandalismo
2016,6,5,5-QUINTA,23,3,3-NOITE,18,NOVO MUNDO,1,Transporte Coletivo
2020,4,5,5-QUINTA,2,4,4-MADRUGADA,1,XAXIM,3,Disparo de Alarme (violação)
2015,1,7,7-SABADO,24,3,3-NOITE,10,ALTO DA GLÓRIA,8,Desordem
2016,3,1,1-DOMINGO,13,2,2-TARDE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2017,7,1,1-DOMINGO,9,3,3-NOITE,9,CIDADE INDUSTRIAL,5,Vandalismo
2016,5,1,1-DOMINGO,8,4,4-MADRUGADA,26,CAMPO COMPRIDO,3,Disparo de Alarme (violação)
2017,3,5,5-QUINTA,16,3,3-NOITE,4,TATUQUARA,3,Disparo de Alarme (violação)
2020,3,3,3-TERCA,10,4,4-MADRUGADA,4,TATUQUARA,7,Invasão de equipamento/patrimônio público
2019,12,2,2-SEGUNDA,9,2,2-TARDE,38,BOA VISTA,9,Uso de substância ilícita
2016,1,7,7-SABADO,16,1,1-MANHA,9,CIDADE INDUSTRIAL,1,Transporte Coletivo
2017,7,1,1-DOMINGO,16,1,1-MANHA,16,LINDÓIA,1,Transporte Coletivo
2015,11,7,7-SABADO,21,1,1-MANHA,34,SÃO JOÃO,8,Desordem
2020,3,7,7-SABADO,7,1,1-MANHA,54,BARREIRINHA,10,Estacionamento irregular
2017,1,4,4-QUARTA,4,3,3-NOITE,11,PAROLIN,6,Arrombamento
2019,2,2,2-SEGUNDA,18,3,3-NOITE,12,ALTO BOQUEIRÃO,7,Invasão de equipamento/patrimônio público
2018,9,7,7-SABADO,1,3,3-NOITE,1,XAXIM,10,Estacionamento irregular
2020,6,6,6-SEXTA,19,4,4-MADRUGADA,30,CAJURU,7,Invasão de equipamento/patrimônio público
2015,5,5,5-QUINTA,21,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2020,4,1,1-DOMINGO,19,3,3-NOITE,56,TINGUI,10,Estacionamento irregular
2017,10,5,5-QUINTA,19,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2017,2,2,2-SEGUNDA,20,2,2-TARDE,45,ÁGUA VERDE,5,Vandalismo
2020,5,6,6-SEXTA,22,2,2-TARDE,25,SÍTIO CERCADO,10,Estacionamento irregular
2016,5,4,4-QUARTA,11,4,4-MADRUGADA,15,CAPÃO RASO,3,Disparo de Alarme (violação)
2019,4,4,4-QUARTA,3,4,4-MADRUGADA,55,SANTA FELICIDADE,10,Estacionamento irregular
2018,11,7,7-SABADO,10,3,3-NOITE,48,PILARZINHO,10,Estacionamento irregular
2015,1,4,4-QUARTA,28,2,2-TARDE,27,SÃO BRAZ,5,Vandalismo
2018,1,4,4-QUARTA,31,3,3-NOITE,13,CAPÃO DA IMBUIA,1,Transporte Coletivo
2018,6,7,7-SABADO,23,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2019,7,1,1-DOMINGO,21,1,1-MANHA,5,CENTRO,10,Estacionamento irregular
2015,11,7,7-SABADO,28,4,4-MADRUGADA,25,SÍTIO CERCADO,6,Arrombamento
2020,10,2,2-SEGUNDA,19,3,3-NOITE,45,ÁGUA VERDE,10,Estacionamento irregular
2020,3,3,3-TERCA,31,3,3-NOITE,25,SÍTIO CERCADO,6,Arrombamento
2018,2,2,2-SEGUNDA,5,3,3-NOITE,53,GUAÍRA,6,Arrombamento
2020,11,1,1-DOMINGO,8,2,2-TARDE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2017,6,5,5-QUINTA,22,4,4-MADRUGADA,28,PORTÃO,3,Disparo de Alarme (violação)
2016,9,3,3-TERCA,13,4,4-MADRUGADA,25,SÍTIO CERCADO,6,Arrombamento
2015,7,4,4-QUARTA,22,3,3-NOITE,50,CABRAL,4,Pichação
2019,4,3,3-TERCA,2,2,2-TARDE,5,CENTRO,1,Transporte Coletivo
2016,4,1,1-DOMINGO,3,3,3-NOITE,25,SÍTIO CERCADO,1,Transporte Coletivo
2017,11,1,1-DOMINGO,12,2,2-TARDE,31,UBERABA,5,Vandalismo
2020,3,7,7-SABADO,14,2,2-TARDE,25,SÍTIO CERCADO,10,Estacionamento irregular
2018,7,1,1-DOMINGO,1,1,1-MANHA,13,CAPÃO DA IMBUIA,1,Transporte Coletivo
2018,12,2,2-SEGUNDA,10,1,1-MANHA,23,SÃO FRANCISCO,9,Uso de substância ilícita
2016,11,3,3-TERCA,29,1,1-MANHA,30,CAJURU,5,Vandalismo
2015,8,3,3-TERCA,18,3,3-NOITE,30,CAJURU,4,Pichação
2020,4,2,2-SEGUNDA,13,2,2-TARDE,5,CENTRO,10,Estacionamento irregular
2020,1,6,6-SEXTA,24,3,3-NOITE,30,CAJURU,7,Invasão de equipamento/patrimônio público
2019,6,1,1-DOMINGO,16,2,2-TARDE,25,SÍTIO CERCADO,8,Desordem
2016,11,4,4-QUARTA,9,4,4-MADRUGADA,12,ALTO BOQUEIRÃO,6,Arrombamento
2017,9,7,7-SABADO,2,1,1-MANHA,29,BUTIATUVINHA,7,Invasão de equipamento/patrimônio público
2015,9,1,1-DOMINGO,13,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2015,4,2,2-SEGUNDA,27,3,3-NOITE,9,CIDADE INDUSTRIAL,2,Cão solto em via pública
2015,3,7,7-SABADO,28,3,3-NOITE,44,AUGUSTA,6,Arrombamento
2016,9,5,5-QUINTA,29,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2016,12,1,1-DOMINGO,4,3,3-NOITE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2020,12,2,2-SEGUNDA,14,4,4-MADRUGADA,42,ATUBA,6,Arrombamento
2015,1,6,6-SEXTA,16,3,3-NOITE,40,JARDIM BOTÂNICO,1,Transporte Coletivo
2019,5,2,2-SEGUNDA,27,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2015,3,7,7-SABADO,7,2,2-TARDE,14,GANCHINHO,6,Arrombamento
2020,12,6,6-SEXTA,4,1,1-MANHA,41,BACACHERI,10,Estacionamento irregular
2020,3,6,6-SEXTA,6,2,2-TARDE,18,NOVO MUNDO,10,Estacionamento irregular
2018,10,7,7-SABADO,27,3,3-NOITE,4,TATUQUARA,3,Disparo de Alarme (violação)
2015,12,7,7-SABADO,12,3,3-NOITE,25,SÍTIO CERCADO,8,Desordem
2015,7,5,5-QUINTA,16,1,1-MANHA,45,ÁGUA VERDE,6,Arrombamento
2019,9,2,2-SEGUNDA,9,3,3-NOITE,45,ÁGUA VERDE,5,Vandalismo
2019,1,3,3-TERCA,22,2,2-TARDE,36,BAIRRO ALTO,9,Uso de substância ilícita
2019,2,1,1-DOMINGO,10,2,2-TARDE,47,VISTA ALEGRE,5,Vandalismo
2018,8,4,4-QUARTA,29,1,1-MANHA,23,SÃO FRANCISCO,5,Vandalismo
2018,7,4,4-QUARTA,25,2,2-TARDE,12,ALTO BOQUEIRÃO,1,Transporte Coletivo
2016,5,7,7-SABADO,28,3,3-NOITE,30,CAJURU,1,Transporte Coletivo
2018,8,4,4-QUARTA,29,2,2-TARDE,41,BACACHERI,9,Uso de substância ilícita
2020,10,6,6-SEXTA,9,3,3-NOITE,54,BARREIRINHA,10,Estacionamento irregular
2020,2,4,4-QUARTA,12,3,3-NOITE,4,TATUQUARA,5,Vandalismo
2019,4,1,1-DOMINGO,21,4,4-MADRUGADA,30,CAJURU,6,Arrombamento
2017,2,4,4-QUARTA,15,3,3-NOITE,30,CAJURU,1,Transporte Coletivo
2018,2,7,7-SABADO,17,3,3-NOITE,9,CIDADE INDUSTRIAL,6,Arrombamento
2016,4,1,1-DOMINGO,24,1,1-MANHA,67,ORLEANS,7,Invasão de equipamento/patrimônio público
2015,1,7,7-SABADO,3,3,3-NOITE,29,BUTIATUVINHA,6,Arrombamento
2020,10,5,5-QUINTA,8,3,3-NOITE,25,SÍTIO CERCADO,1,Transporte Coletivo
2017,6,7,7-SABADO,24,4,4-MADRUGADA,15,CAPÃO RASO,1,Transporte Coletivo
2015,3,3,3-TERCA,17,1,1-MANHA,26,CAMPO COMPRIDO,8,Desordem
2020,8,2,2-SEGUNDA,17,4,4-MADRUGADA,24,SANTO INÁCIO,6,Arrombamento
2015,1,5,5-QUINTA,22,3,3-NOITE,45,ÁGUA VERDE,9,Uso de substância ilícita
2019,4,2,2-SEGUNDA,1,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2016,11,5,5-QUINTA,24,4,4-MADRUGADA,39,CAMPO DE SANTANA,3,Disparo de Alarme (violação)
2017,8,2,2-SEGUNDA,28,3,3-NOITE,45,ÁGUA VERDE,8,Desordem
2020,7,4,4-QUARTA,1,1,1-MANHA,64,BIGORRILHO,2,Cão solto em via pública
2015,3,1,1-DOMINGO,29,4,4-MADRUGADA,19,BOQUEIRÃO,6,Arrombamento
2016,4,2,2-SEGUNDA,11,2,2-TARDE,12,ALTO BOQUEIRÃO,1,Transporte Coletivo
2018,11,1,1-DOMINGO,11,1,1-MANHA,12,ALTO BOQUEIRÃO,9,Uso de substância ilícita
2019,3,1,1-DOMINGO,17,1,1-MANHA,23,SÃO FRANCISCO,9,Uso de substância ilícita
2020,3,3,3-TERCA,17,3,3-NOITE,38,BOA VISTA,1,Transporte Coletivo
2015,8,6,6-SEXTA,21,2,2-TARDE,5,CENTRO,8,Desordem
2015,5,1,1-DOMINGO,10,4,4-MADRUGADA,7,REBOUÇAS,4,Pichação
2019,1,2,2-SEGUNDA,28,2,2-TARDE,45,ÁGUA VERDE,8,Desordem
2020,3,4,4-QUARTA,11,2,2-TARDE,33,HAUER,5,Vandalismo
2020,6,5,5-QUINTA,11,1,1-MANHA,11,PAROLIN,9,Uso de substância ilícita
2016,9,5,5-QUINTA,8,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2019,5,7,7-SABADO,25,1,1-MANHA,33,HAUER,5,Vandalismo
2019,8,1,1-DOMINGO,4,2,2-TARDE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2015,12,4,4-QUARTA,2,3,3-NOITE,13,CAPÃO DA IMBUIA,2,Cão solto em via pública
2019,4,2,2-SEGUNDA,1,3,3-NOITE,25,SÍTIO CERCADO,5,Vandalismo
2017,1,1,1-DOMINGO,29,2,2-TARDE,64,BIGORRILHO,5,Vandalismo
2018,11,5,5-QUINTA,15,1,1-MANHA,3,PINHEIRINHO,1,Transporte Coletivo
2016,10,1,1-DOMINGO,16,4,4-MADRUGADA,27,SÃO BRAZ,3,Disparo de Alarme (violação)
2018,10,6,6-SEXTA,5,2,2-TARDE,9,CIDADE INDUSTRIAL,1,Transporte Coletivo
2018,6,7,7-SABADO,9,2,2-TARDE,35,SANTA CÂNDIDA,7,Invasão de equipamento/patrimônio público
2020,11,5,5-QUINTA,5,3,3-NOITE,26,CAMPO COMPRIDO,10,Estacionamento irregular
2020,3,2,2-SEGUNDA,30,2,2-TARDE,18,NOVO MUNDO,7,Invasão de equipamento/patrimônio público
2019,3,7,7-SABADO,30,1,1-MANHA,55,SANTA FELICIDADE,9,Uso de substância ilícita
2016,10,1,1-DOMINGO,23,2,2-TARDE,25,SÍTIO CERCADO,8,Desordem
2019,12,3,3-TERCA,24,4,4-MADRUGADA,25,SÍTIO CERCADO,9,Uso de substância ilícita
2016,3,5,5-QUINTA,24,4,4-MADRUGADA,5,CENTRO,4,Pichação
2020,5,2,2-SEGUNDA,25,1,1-MANHA,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2015,7,6,6-SEXTA,24,4,4-MADRUGADA,10,ALTO DA GLÓRIA,4,Pichação
2020,4,4,4-QUARTA,1,4,4-MADRUGADA,16,LINDÓIA,5,Vandalismo
2017,11,3,3-TERCA,28,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2017,8,6,6-SEXTA,11,3,3-NOITE,4,TATUQUARA,3,Disparo de Alarme (violação)
2017,11,4,4-QUARTA,8,3,3-NOITE,69,UMBARÁ,7,Invasão de equipamento/patrimônio público
2015,3,1,1-DOMINGO,22,1,1-MANHA,8,FAZENDINHA,9,Uso de substância ilícita
2017,1,4,4-QUARTA,18,3,3-NOITE,4,TATUQUARA,3,Disparo de Alarme (violação)
2020,6,6,6-SEXTA,26,3,3-NOITE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2018,12,7,7-SABADO,1,1,1-MANHA,2,ALTO DA RUA XV,10,Estacionamento irregular
2020,11,5,5-QUINTA,19,2,2-TARDE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2020,6,4,4-QUARTA,17,1,1-MANHA,58,MERCÊS,10,Estacionamento irregular
2019,10,1,1-DOMINGO,13,3,3-NOITE,35,SANTA CÂNDIDA,6,Arrombamento
2020,6,6,6-SEXTA,26,2,2-TARDE,30,CAJURU,7,Invasão de equipamento/patrimônio público
2017,10,1,1-DOMINGO,15,4,4-MADRUGADA,12,ALTO BOQUEIRÃO,5,Vandalismo
2016,4,5,5-QUINTA,14,3,3-NOITE,59,PRADO VELHO,1,Transporte Coletivo
2016,10,7,7-SABADO,1,2,2-TARDE,19,BOQUEIRÃO,5,Vandalismo
2018,1,7,7-SABADO,20,3,3-NOITE,25,SÍTIO CERCADO,6,Arrombamento
2019,3,7,7-SABADO,9,2,2-TARDE,36,BAIRRO ALTO,7,Invasão de equipamento/patrimônio público
2020,10,1,1-DOMINGO,11,2,2-TARDE,19,BOQUEIRÃO,9,Uso de substância ilícita
2017,1,7,7-SABADO,14,3,3-NOITE,35,SANTA CÂNDIDA,5,Vandalismo
2015,5,1,1-DOMINGO,3,3,3-NOITE,40,JARDIM BOTÂNICO,1,Transporte Coletivo
2020,1,6,6-SEXTA,17,3,3-NOITE,40,JARDIM BOTÂNICO,1,Transporte Coletivo
2020,3,7,7-SABADO,7,1,1-MANHA,5,CENTRO,8,Desordem
2018,8,5,5-QUINTA,30,3,3-NOITE,1,XAXIM,10,Estacionamento irregular
2019,5,1,1-DOMINGO,5,2,2-TARDE,9,CIDADE INDUSTRIAL,6,Arrombamento
2015,4,2,2-SEGUNDA,13,2,2-TARDE,4,TATUQUARA,2,Cão solto em via pública
2018,5,4,4-QUARTA,23,2,2-TARDE,57,TABOÃO,9,Uso de substância ilícita
2020,4,6,6-SEXTA,24,1,1-MANHA,37,FANNY,10,Estacionamento irregular
2018,1,6,6-SEXTA,26,4,4-MADRUGADA,41,BACACHERI,3,Disparo de Alarme (violação)
2015,12,1,1-DOMINGO,20,4,4-MADRUGADA,74,CASCATINHA,5,Vandalismo
2015,3,4,4-QUARTA,4,3,3-NOITE,11,PAROLIN,1,Transporte Coletivo
2017,2,1,1-DOMINGO,5,3,3-NOITE,15,CAPÃO RASO,5,Vandalismo
2020,9,4,4-QUARTA,16,1,1-MANHA,47,VISTA ALEGRE,5,Vandalismo
2017,5,1,1-DOMINGO,21,3,3-NOITE,25,SÍTIO CERCADO,1,Transporte Coletivo
2016,10,1,1-DOMINGO,2,4,4-MADRUGADA,21,CAMPINA DO SIQUEIRA,5,Vandalismo
2020,3,2,2-SEGUNDA,30,3,3-NOITE,31,UBERABA,6,Arrombamento
2020,12,7,7-SABADO,12,1,1-MANHA,30,CAJURU,10,Estacionamento irregular
2017,7,4,4-QUARTA,19,2,2-TARDE,31,UBERABA,7,Invasão de equipamento/patrimônio público
2018,7,6,6-SEXTA,27,1,1-MANHA,5,CENTRO,1,Transporte Coletivo
2018,12,7,7-SABADO,15,1,1-MANHA,9,CIDADE INDUSTRIAL,9,Uso de substância ilícita
2019,2,6,6-SEXTA,1,1,1-MANHA,45,ÁGUA VERDE,10,Estacionamento irregular
2016,3,1,1-DOMINGO,27,3,3-NOITE,5,CENTRO,5,Vandalismo
2020,6,2,2-SEGUNDA,8,3,3-NOITE,73,SEMINÁRIO,10,Estacionamento irregular
2017,3,7,7-SABADO,25,3,3-NOITE,59,PRADO VELHO,1,Transporte Coletivo
2018,8,4,4-QUARTA,1,4,4-MADRUGADA,30,CAJURU,8,Desordem
2015,4,7,7-SABADO,18,1,1-MANHA,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2017,9,3,3-TERCA,12,3,3-NOITE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2015,7,6,6-SEXTA,31,3,3-NOITE,19,BOQUEIRÃO,5,Vandalismo
2015,10,7,7-SABADO,24,3,3-NOITE,9,CIDADE INDUSTRIAL,5,Vandalismo
2017,12,2,2-SEGUNDA,25,2,2-TARDE,56,TINGUI,5,Vandalismo
