OC_ANO,OC_MES,OC_DIA_SEMANA,OC_DIA_SEMANA_TXT,OC_DIA,OC_PERIODO_DIA,OC_PERIODO_DIA_TXT,OC_BAIRRO,OC_BAIRRO_TXT,OC_SUBCATEGORIA,OC_SUBCATEGORIA_TXT
2015,2,1,1-DOMINGO,8,4,4-MADRUGADA,11,PAROLIN,7,Invasão de equipamento/patrimônio público
2018,10,6,6-SEXTA,19,3,3-NOITE,44,AUGUSTA,3,Disparo de Alarme (violação)
2016,11,2,2-SEGUNDA,28,3,3-NOITE,30,CAJURU,9,Uso de substância ilícita
2018,5,4,4-QUARTA,9,2,2-TARDE,2,ALTO DA RUA XV,9,Uso de substância ilícita
2016,5,6,6-SEXTA,20,2,2-TARDE,53,GUAÍRA,1,Transporte Coletivo
2020,6,3,3-TERCA,23,2,2-TARDE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2018,10,4,4-QUARTA,31,3,3-NOITE,17,GUABIROTUBA,10,Estacionamento irregular
2016,2,6,6-SEXTA,5,3,3-NOITE,7,REBOUÇAS,1,Transporte Coletivo
2017,3,6,6-SEXTA,3,2,2-TARDE,30,CAJURU,8,Desordem
2018,7,3,3-TERCA,31,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,6,Arrombamento
2019,4,1,1-DOMINGO,7,2,2-TARDE,3,PINHEIRINHO,5,Vandalismo
2015,11,6,6-SEXTA,27,2,2-TARDE,31,UBERABA,2,Cão solto em via pública
2015,6,6,6-SEXTA,5,2,2-TARDE,38,BOA VISTA,8,Desordem
2018,7,5,5-QUINTA,12,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2020,6,5,5-QUINTA,11,2,2-TARDE,12,ALTO BOQUEIRÃO,5,Vandalismo
2016,3,2,2-SEGUNDA,14,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2016,8,6,6-SEXTA,12,2,2-TARDE,25,SÍTIO CERCADO,5,Vandalismo
2020,5,7,7-SABADO,16,4,4-MADRUGADA,30,CAJURU,3,Disparo de Alarme (violação)
2016,9,7,7-SABADO,3,2,2-TARDE,12,ALTO BOQUEIRÃO,1,Transporte Coletivo
2020,12,6,6-SEXTA,18,2,2-TARDE,50,CABRAL,4,Pichação
2018,7,6,6-SEXTA,20,2,2-TARDE,52,MOSSUNGUÊ,10,Estacionamento irregular
2019,9,4,4-QUARTA,25,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2017,10,7,7-SABADO,14,4,4-MADRUGADA,24,SANTO INÁCIO,8,Desordem
2016,6,4,4-QUARTA,29,3,3-NOITE,28,PORTÃO,8,Desordem
2020,10,2,2-SEGUNDA,19,4,4-MADRUGADA,4,TATUQUARA,7,Invasão de equipamento/patrimônio público
2017,1,1,1-DOMINGO,29,3,3-NOITE,12,ALTO BOQUEIRÃO,1,Transporte Coletivo
2016,12,1,1-DOMINGO,11,3,3-NOITE,4,TATUQUARA,3,Disparo de Alarme (violação)
2019,7,2,2-SEGUNDA,22,1,1-MANHA,64,BIGORRILHO,9,Uso de substância ilícita
2016,10,2,2-SEGUNDA,10,1,1-MANHA,9,CIDADE INDUSTRIAL,9,Uso de substância ilícita
2019,10,7,7-SABADO,19,3,3-NOITE,1,XAXIM,1,Transporte Coletivo
2015,11,7,7-SABADO,21,2,2-TARDE,30,CAJURU,5,Vandalismo
2020,3,6,6-SEXTA,13,1,1-MANHA,55,SANTA FELICIDADE,10,Estacionamento irregular
2020,9,2,2-SEGUNDA,14,2,2-TARDE,17,GUABIROTUBA,10,Estacionamento irregular
2018,3,6,6-SEXTA,30,4,4-MADRUGADA,23,SÃO FRANCISCO,4,Pichação
2019,2,7,7-SABADO,23,1,1-MANHA,23,SÃO FRANCISCO,9,Uso de substância ilícita
2020,2,3,3-TERCA,4,4,4-MADRUGADA,23,SÃO FRANCISCO,4,Pichação
2016,1,6,6-SEXTA,1,2,2-TARDE,17,GUABIROTUBA,3,Disparo de Alarme (violação)
2019,6,1,1-DOMINGO,2,1,1-MANHA,25,SÍTIO CERCADO,2,Cão solto em via pública
2018,9,4,4-QUARTA,19,1,1-MANHA,7,REBOUÇAS,5,Vandalismo
2020,1,7,7-SABADO,25,2,2-TARDE,9,CIDADE INDUSTRIAL,5,Vandalismo
2015,5,1,1-DOMINGO,10,4,4-MADRUGADA,57,TABOÃO,4,Pichação
2015,4,1,1-DOMINGO,12,4,4-MADRUGADA,39,CAMPO DE SANTANA,5,Vandalismo
2020,1,1,1-DOMINGO,26,3,3-NOITE,41,BACACHERI,8,Desordem
2020,9,4,4-QUARTA,23,2,2-TARDE,30,CAJURU,9,Uso de substância ilícita
2019,4,7,7-SABADO,27,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2015,4,5,5-QUINTA,30,3,3-NOITE,25,SÍTIO CERCADO,1,Transporte Coletivo
2019,10,2,2-SEGUNDA,28,4,4-MADRUGADA,25,SÍTIO CERCADO,6,Arrombamento
2015,3,1,1-DOMINGO,29,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2016,6,5,5-QUINTA,23,1,1-MANHA,5,CENTRO,8,Desordem
2018,9,4,4-QUARTA,12,2,2-TARDE,53,GUAÍRA,1,Transporte Coletivo
2016,6,6,6-SEXTA,17,4,4-MADRUGADA,25,SÍTIO CERCADO,6,Arrombamento
2018,10,2,2-SEGUNDA,29,3,3-NOITE,22,SANTA QUITÉRIA,10,Estacionamento irregular
2020,5,1,1-DOMINGO,31,3,3-NOITE,31,UBERABA,7,Invasão de equipamento/patrimônio público
2019,6,6,6-SEXTA,7,1,1-MANHA,19,BOQUEIRÃO,1,Transporte Coletivo
2018,7,4,4-QUARTA,18,3,3-NOITE,3,PINHEIRINHO,10,Estacionamento irregular
2015,8,3,3-TERCA,25,3,3-NOITE,30,CAJURU,4,Pichação
2020,1,2,2-SEGUNDA,6,3,3-NOITE,50,CABRAL,8,Desordem
2017,9,3,3-TERCA,26,3,3-NOITE,9,CIDADE INDUSTRIAL,9,Uso de substância ilícita
2016,7,4,4-QUARTA,20,2,2-TARDE,64,BIGORRILHO,9,Uso de substância ilícita
2018,5,7,7-SABADO,26,2,2-TARDE,19,BOQUEIRÃO,4,Pichação
2015,8,7,7-SABADO,15,3,3-NOITE,1,XAXIM,1,Transporte Coletivo
2020,3,3,3-TERCA,10,3,3-NOITE,47,VISTA ALEGRE,9,Uso de substância ilícita
2018,12,4,4-QUARTA,12,3,3-NOITE,46,CRISTO REI,10,Estacionamento irregular
2018,7,5,5-QUINTA,26,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2015,9,1,1-DOMINGO,13,4,4-MADRUGADA,35,SANTA CÂNDIDA,4,Pichação
2015,4,3,3-TERCA,7,3,3-NOITE,1,XAXIM,7,Invasão de equipamento/patrimônio público
2017,2,7,7-SABADO,25,3,3-NOITE,35,SANTA CÂNDIDA,8,Desordem
2015,8,5,5-QUINTA,27,3,3-NOITE,39,CAMPO DE SANTANA,2,Cão solto em via pública
2015,11,2,2-SEGUNDA,30,4,4-MADRUGADA,5,CENTRO,5,Vandalismo
2016,3,6,6-SEXTA,25,4,4-MADRUGADA,11,PAROLIN,6,Arrombamento
2016,2,5,5-QUINTA,11,2,2-TARDE,8,FAZENDINHA,4,Pichação
2016,3,7,7-SABADO,19,3,3-NOITE,7,REBOUÇAS,4,Pichação
2016,2,6,6-SEXTA,5,3,3-NOITE,30,CAJURU,9,Uso de substância ilícita
2020,10,1,1-DOMINGO,25,2,2-TARDE,24,SANTO INÁCIO,10,Estacionamento irregular
2019,6,7,7-SABADO,22,3,3-NOITE,5,CENTRO,5,Vandalismo
2017,2,1,1-DOMINGO,5,3,3-NOITE,5,CENTRO,8,Desordem
2020,7,5,5-QUINTA,23,1,1-MANHA,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2020,6,5,5-QUINTA,25,3,3-NOITE,30,CAJURU,5,Vandalismo
2016,5,7,7-SABADO,21,3,3-NOITE,11,PAROLIN,1,Transporte Coletivo
2016,10,4,4-QUARTA,26,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2015,5,7,7-SABADO,9,3,3-NOITE,39,CAMPO DE SANTANA,1,Transporte Coletivo
2018,6,1,1-DOMINGO,10,1,1-MANHA,29,BUTIATUVINHA,6,Arrombamento
2015,3,2,2-SEGUNDA,23,1,1-MANHA,1,XAXIM,1,Transporte Coletivo
2018,11,4,4-QUARTA,28,1,1-MANHA,30,CAJURU,4,Pichação
2016,9,5,5-QUINTA,8,3,3-NOITE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2020,11,3,3-TERCA,3,4,4-MADRUGADA,20,CENTRO CÍVICO,1,Transporte Coletivo
2017,3,4,4-QUARTA,15,1,1-MANHA,9,CIDADE INDUSTRIAL,9,Uso de substância ilícita
2015,6,3,3-TERCA,30,3,3-NOITE,64,BIGORRILHO,1,Transporte Coletivo
2015,6,2,2-SEGUNDA,8,1,1-MANHA,30,CAJURU,9,Uso de substância ilícita
2018,8,7,7-SABADO,25,3,3-NOITE,53,GUAÍRA,6,Arrombamento
2020,1,4,4-QUARTA,1,4,4-MADRUGADA,3,PINHEIRINHO,6,Arrombamento
2015,1,3,3-TERCA,6,3,3-NOITE,3,PINHEIRINHO,4,Pichação
2017,7,2,2-SEGUNDA,17,2,2-TARDE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2018,7,3,3-TERCA,24,3,3-NOITE,26,CAMPO COMPRIDO,10,Estacionamento irregular
2019,12,6,6-SEXTA,6,2,2-TARDE,5,CENTRO,10,Estacionamento irregular
2020,9,5,5-QUINTA,17,3,3-NOITE,29,BUTIATUVINHA,10,Estacionamento irregular
2019,9,3,3-TERCA,10,1,1-MANHA,35,SANTA CÂNDIDA,10,Estacionamento irregular
2017,7,1,1-DOMINGO,16,3,3-NOITE,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2017,12,5,5-QUINTA,28,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2016,1,4,4-QUARTA,27,2,2-TARDE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2016,7,3,3-TERCA,19,2,2-TARDE,9,CIDADE INDUSTRIAL,8,Desordem
2016,7,1,1-DOMINGO,24,2,2-TARDE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2015,4,4,4-QUARTA,29,4,4-MADRUGADA,5,CENTRO,4,Pichação
2019,6,7,7-SABADO,8,3,3-NOITE,56,TINGUI,5,Vandalismo
2016,7,7,7-SABADO,30,3,3-NOITE,14,GANCHINHO,7,Invasão de equipamento/patrimônio público
2015,2,7,7-SABADO,7,3,3-NOITE,13,CAPÃO DA IMBUIA,4,Pichação
2017,1,4,4-QUARTA,25,4,4-MADRUGADA,35,SANTA CÂNDIDA,3,Disparo de Alarme (violação)
2020,11,6,6-SEXTA,6,3,3-NOITE,30,CAJURU,10,Estacionamento irregular
2017,4,3,3-TERCA,18,1,1-MANHA,25,SÍTIO CERCADO,1,Transporte Coletivo
2016,12,5,5-QUINTA,8,3,3-NOITE,25,SÍTIO CERCADO,1,Transporte Coletivo
2015,10,2,2-SEGUNDA,5,2,2-TARDE,25,SÍTIO CERCADO,1,Transporte Coletivo
2020,9,3,3-TERCA,15,2,2-TARDE,15,CAPÃO RASO,10,Estacionamento irregular
2016,7,1,1-DOMINGO,3,4,4-MADRUGADA,40,JARDIM BOTÂNICO,4,Pichação
2017,10,2,2-SEGUNDA,16,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2018,8,5,5-QUINTA,30,3,3-NOITE,7,REBOUÇAS,5,Vandalismo
2015,6,1,1-DOMINGO,28,3,3-NOITE,45,ÁGUA VERDE,8,Desordem
2018,4,5,5-QUINTA,26,4,4-MADRUGADA,20,CENTRO CÍVICO,9,Uso de substância ilícita
2017,5,5,5-QUINTA,4,3,3-NOITE,11,PAROLIN,3,Disparo de Alarme (violação)
2018,8,5,5-QUINTA,2,3,3-NOITE,4,TATUQUARA,10,Estacionamento irregular
2015,11,5,5-QUINTA,5,4,4-MADRUGADA,36,BAIRRO ALTO,4,Pichação
2020,11,6,6-SEXTA,13,3,3-NOITE,1,XAXIM,10,Estacionamento irregular
2020,4,7,7-SABADO,4,4,4-MADRUGADA,5,CENTRO,6,Arrombamento
2019,3,4,4-QUARTA,6,3,3-NOITE,19,BOQUEIRÃO,10,Estacionamento irregular
2020,7,4,4-QUARTA,15,2,2-TARDE,5,CENTRO,10,Estacionamento irregular
2018,5,7,7-SABADO,19,2,2-TARDE,36,BAIRRO ALTO,4,Pichação
2015,4,1,1-DOMINGO,19,3,3-NOITE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2015,4,6,6-SEXTA,24,1,1-MANHA,23,SÃO FRANCISCO,5,Vandalismo
2017,12,2,2-SEGUNDA,25,3,3-NOITE,15,CAPÃO RASO,1,Transporte Coletivo
2020,7,6,6-SEXTA,10,1,1-MANHA,25,SÍTIO CERCADO,10,Estacionamento irregular
2015,2,3,3-TERCA,24,3,3-NOITE,5,CENTRO,8,Desordem
2020,7,7,7-SABADO,11,1,1-MANHA,26,CAMPO COMPRIDO,10,Estacionamento irregular
2016,8,6,6-SEXTA,19,1,1-MANHA,23,SÃO FRANCISCO,7,Invasão de equipamento/patrimônio público
2020,8,1,1-DOMINGO,30,2,2-TARDE,25,SÍTIO CERCADO,10,Estacionamento irregular
2015,2,7,7-SABADO,14,3,3-NOITE,2,ALTO DA RUA XV,8,Desordem
2016,5,2,2-SEGUNDA,16,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2019,6,7,7-SABADO,15,2,2-TARDE,35,SANTA CÂNDIDA,8,Desordem
2015,9,5,5-QUINTA,17,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2015,10,2,2-SEGUNDA,5,3,3-NOITE,12,ALTO BOQUEIRÃO,5,Vandalismo
2017,7,5,5-QUINTA,20,1,1-MANHA,5,CENTRO,1,Transporte Coletivo
2018,11,2,2-SEGUNDA,19,4,4-MADRUGADA,25,SÍTIO CERCADO,3,Disparo de Alarme (violação)
2020,6,5,5-QUINTA,4,2,2-TARDE,24,SANTO INÁCIO,10,Estacionamento irregular
2019,5,5,5-QUINTA,2,2,2-TARDE,25,SÍTIO CERCADO,9,Uso de substância ilícita
2018,1,1,1-DOMINGO,14,3,3-NOITE,12,ALTO BOQUEIRÃO,6,Arrombamento
2020,5,6,6-SEXTA,29,3,3-NOITE,5,CENTRO,10,Estacionamento irregular
2019,11,5,5-QUINTA,28,2,2-TARDE,5,CENTRO,4,Pichação
2015,4,2,2-SEGUNDA,6,3,3-NOITE,25,SÍTIO CERCADO,3,Disparo de Alarme (violação)
2016,9,2,2-SEGUNDA,26,2,2-TARDE,19,BOQUEIRÃO,9,Uso de substância ilícita
2015,7,1,1-DOMINGO,12,4,4-MADRUGADA,10,ALTO DA GLÓRIA,4,Pichação
2019,10,7,7-SABADO,19,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2018,3,6,6-SEXTA,23,1,1-MANHA,1,XAXIM,1,Transporte Coletivo
2016,9,6,6-SEXTA,23,3,3-NOITE,19,BOQUEIRÃO,1,Transporte Coletivo
2020,10,6,6-SEXTA,9,2,2-TARDE,5,CENTRO,5,Vandalismo
2015,4,7,7-SABADO,18,4,4-MADRUGADA,5,CENTRO,4,Pichação
2018,5,7,7-SABADO,26,2,2-TARDE,43,BOM RETIRO,8,Desordem
2016,4,5,5-QUINTA,28,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2018,4,4,4-QUARTA,11,3,3-NOITE,12,ALTO BOQUEIRÃO,4,Pichação
2018,10,7,7-SABADO,27,3,3-NOITE,62,JARDIM DAS AMÉRICAS,10,Estacionamento irregular
2015,10,6,6-SEXTA,16,1,1-MANHA,42,ATUBA,2,Cão solto em via pública
2015,11,3,3-TERCA,17,1,1-MANHA,9,CIDADE INDUSTRIAL,2,Cão solto em via pública
2016,1,5,5-QUINTA,28,3,3-NOITE,30,CAJURU,5,Vandalismo
2016,11,6,6-SEXTA,11,3,3-NOITE,5,CENTRO,4,Pichação
2020,2,7,7-SABADO,15,1,1-MANHA,41,BACACHERI,5,Vandalismo
2020,3,5,5-QUINTA,26,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2016,5,7,7-SABADO,21,4,4-MADRUGADA,11,PAROLIN,6,Arrombamento
2018,4,6,6-SEXTA,6,2,2-TARDE,42,ATUBA,9,Uso de substância ilícita
2018,1,5,5-QUINTA,4,2,2-TARDE,6,ABRANCHES,7,Invasão de equipamento/patrimônio público
2017,4,1,1-DOMINGO,9,3,3-NOITE,25,SÍTIO CERCADO,8,Desordem
2017,11,1,1-DOMINGO,26,1,1-MANHA,19,BOQUEIRÃO,1,Transporte Coletivo
2018,8,5,5-QUINTA,30,3,3-NOITE,62,JARDIM DAS AMÉRICAS,10,Estacionamento irregular
2015,1,1,1-DOMINGO,4,2,2-TARDE,30,CAJURU,1,Transporte Coletivo
2019,3,6,6-SEXTA,22,1,1-MANHA,23,SÃO FRANCISCO,9,Uso de substância ilícita
2018,6,2,2-SEGUNDA,11,3,3-NOITE,6,ABRANCHES,5,Vandalismo
2017,8,4,4-QUARTA,2,1,1-MANHA,9,CIDADE INDUSTRIAL,4,Pichação
2018,10,2,2-SEGUNDA,8,1,1-MANHA,40,JARDIM BOTÂNICO,9,Uso de substância ilícita
2019,2,4,4-QUARTA,6,3,3-NOITE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2020,5,1,1-DOMINGO,10,2,2-TARDE,45,ÁGUA VERDE,10,Estacionamento irregular
2016,2,2,2-SEGUNDA,8,1,1-MANHA,13,CAPÃO DA IMBUIA,6,Arrombamento
2018,11,4,4-QUARTA,14,3,3-NOITE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2015,10,4,4-QUARTA,14,2,2-TARDE,7,REBOUÇAS,8,Desordem
2015,9,5,5-QUINTA,17,2,2-TARDE,25,SÍTIO CERCADO,1,Transporte Coletivo
2016,2,5,5-QUINTA,18,4,4-MADRUGADA,30,CAJURU,1,Transporte Coletivo
2018,5,6,6-SEXTA,18,1,1-MANHA,12,ALTO BOQUEIRÃO,1,Transporte Coletivo
2015,9,5,5-QUINTA,10,3,3-NOITE,1,XAXIM,1,Transporte Coletivo
2016,3,7,7-SABADO,19,1,1-MANHA,57,TABOÃO,9,Uso de substância ilícita
2015,4,7,7-SABADO,4,2,2-TARDE,28,PORTÃO,9,Uso de substância ilícita
2015,1,1,1-DOMINGO,11,3,3-NOITE,5,CENTRO,8,Desordem
2016,12,6,6-SEXTA,2,2,2-TARDE,5,CENTRO,5,Vandalismo
2020,5,4,4-QUARTA,27,1,1-MANHA,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2018,2,4,4-QUARTA,14,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,6,Arrombamento
2020,2,1,1-DOMINGO,23,2,2-TARDE,28,PORTÃO,9,Uso de substância ilícita
2019,10,4,4-QUARTA,9,1,1-MANHA,25,SÍTIO CERCADO,10,Estacionamento irregular
2020,7,5,5-QUINTA,16,3,3-NOITE,13,CAPÃO DA IMBUIA,10,Estacionamento irregular
2017,4,1,1-DOMINGO,23,3,3-NOITE,9,CIDADE INDUSTRIAL,6,Arrombamento
2019,12,3,3-TERCA,24,2,2-TARDE,15,CAPÃO RASO,9,Uso de substância ilícita
2018,6,4,4-QUARTA,6,4,4-MADRUGADA,5,CENTRO,6,Arrombamento
2015,3,7,7-SABADO,7,3,3-NOITE,25,SÍTIO CERCADO,1,Transporte Coletivo
2016,3,2,2-SEGUNDA,14,4,4-MADRUGADA,5,CENTRO,7,Invasão de equipamento/patrimônio público
2020,10,1,1-DOMINGO,25,1,1-MANHA,15,CAPÃO RASO,10,Estacionamento irregular
2015,9,7,7-SABADO,12,2,2-TARDE,10,ALTO DA GLÓRIA,8,Desordem
2015,4,7,7-SABADO,18,3,3-NOITE,39,CAMPO DE SANTANA,7,Invasão de equipamento/patrimônio público
2016,6,2,2-SEGUNDA,13,1,1-MANHA,58,MERCÊS,2,Cão solto em via pública
2018,12,7,7-SABADO,15,2,2-TARDE,1,XAXIM,7,Invasão de equipamento/patrimônio público
2017,11,5,5-QUINTA,2,3,3-NOITE,4,TATUQUARA,7,Invasão de equipamento/patrimônio público
2020,11,1,1-DOMINGO,22,1,1-MANHA,34,SÃO JOÃO,9,Uso de substância ilícita
2018,8,7,7-SABADO,4,3,3-NOITE,30,CAJURU,10,Estacionamento irregular
2020,7,4,4-QUARTA,15,4,4-MADRUGADA,14,GANCHINHO,7,Invasão de equipamento/patrimônio público
2018,8,5,5-QUINTA,30,3,3-NOITE,1,XAXIM,3,Disparo de Alarme (violação)
2015,4,7,7-SABADO,4,3,3-NOITE,64,BIGORRILHO,8,Desordem
2015,4,4,4-QUARTA,1,2,2-TARDE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2017,1,7,7-SABADO,21,3,3-NOITE,7,REBOUÇAS,1,Transporte Coletivo
2015,4,6,6-SEXTA,10,3,3-NOITE,25,SÍTIO CERCADO,1,Transporte Coletivo
2019,9,3,3-TERCA,24,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2020,4,3,3-TERCA,28,4,4-MADRUGADA,8,FAZENDINHA,7,Invasão de equipamento/patrimônio público
2015,11,4,4-QUARTA,11,3,3-NOITE,11,PAROLIN,4,Pichação
2020,7,7,7-SABADO,4,1,1-MANHA,73,SEMINÁRIO,7,Invasão de equipamento/patrimônio público
2020,11,4,4-QUARTA,25,2,2-TARDE,31,UBERABA,5,Vandalismo
2017,3,3,3-TERCA,14,4,4-MADRUGADA,25,SÍTIO CERCADO,6,Arrombamento
2016,8,4,4-QUARTA,31,2,2-TARDE,45,ÁGUA VERDE,9,Uso de substância ilícita
2015,2,2,2-SEGUNDA,9,3,3-NOITE,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2017,2,2,2-SEGUNDA,6,2,2-TARDE,19,BOQUEIRÃO,9,Uso de substância ilícita
2018,5,5,5-QUINTA,10,2,2-TARDE,25,SÍTIO CERCADO,1,Transporte Coletivo
2015,1,3,3-TERCA,6,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2018,12,4,4-QUARTA,12,3,3-NOITE,7,REBOUÇAS,8,Desordem
2020,3,4,4-QUARTA,11,1,1-MANHA,3,PINHEIRINHO,10,Estacionamento irregular
2017,4,7,7-SABADO,8,2,2-TARDE,24,SANTO INÁCIO,9,Uso de substância ilícita
2017,10,3,3-TERCA,10,4,4-MADRUGADA,38,BOA VISTA,6,Arrombamento
2016,4,7,7-SABADO,23,4,4-MADRUGADA,41,BACACHERI,5,Vandalismo
2016,8,6,6-SEXTA,19,4,4-MADRUGADA,19,BOQUEIRÃO,2,Cão solto em via pública
2015,7,2,2-SEGUNDA,27,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2019,5,5,5-QUINTA,30,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2017,1,6,6-SEXTA,27,3,3-NOITE,3,PINHEIRINHO,7,Invasão de equipamento/patrimônio público
2019,12,3,3-TERCA,17,3,3-NOITE,19,BOQUEIRÃO,1,Transporte Coletivo
2018,8,7,7-SABADO,4,4,4-MADRUGADA,4,TATUQUARA,3,Disparo de Alarme (violação)
2017,3,5,5-QUINTA,30,3,3-NOITE,53,GUAÍRA,7,Invasão de equipamento/patrimônio público
2016,8,5,5-QUINTA,4,1,1-MANHA,12,ALTO BOQUEIRÃO,1,Transporte Coletivo
2016,10,4,4-QUARTA,19,1,1-MANHA,4,TATUQUARA,6,Arrombamento
2019,11,7,7-SABADO,23,2,2-TARDE,3,PINHEIRINHO,1,Transporte Coletivo
2015,11,1,1-DOMINGO,29,2,2-TARDE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2015,9,1,1-DOMINGO,27,4,4-MADRUGADA,5,CENTRO,5,Vandalismo
2015,3,7,7-SABADO,21,3,3-NOITE,28,PORTÃO,3,Disparo de Alarme (violação)
2019,11,7,7-SABADO,2,2,2-TARDE,12,ALTO BOQUEIRÃO,7,Invasão de equipamento/patrimônio público
2019,12,4,4-QUARTA,4,3,3-NOITE,39,CAMPO DE SANTANA,5,Vandalismo
2020,1,6,6-SEXTA,31,1,1-MANHA,18,NOVO MUNDO,7,Invasão de equipamento/patrimônio público
2015,7,4,4-QUARTA,1,3,3-NOITE,55,SANTA FELICIDADE,4,Pichação
2017,12,3,3-TERCA,19,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,6,Arrombamento
2016,7,1,1-DOMINGO,31,3,3-NOITE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2016,7,2,2-SEGUNDA,4,3,3-NOITE,14,GANCHINHO,2,Cão solto em via pública
2020,11,1,1-DOMINGO,1,3,3-NOITE,5,CENTRO,6,Arrombamento
2018,5,2,2-SEGUNDA,28,2,2-TARDE,64,BIGORRILHO,1,Transporte Coletivo
2017,9,1,1-DOMINGO,3,2,2-TARDE,69,UMBARÁ,7,Invasão de equipamento/patrimônio público
2015,11,7,7-SABADO,28,1,1-MANHA,5,CENTRO,6,Arrombamento
2019,2,1,1-DOMINGO,3,1,1-MANHA,12,ALTO BOQUEIRÃO,6,Arrombamento
2017,8,7,7-SABADO,19,4,4-MADRUGADA,66,JUVEVÊ,5,Vandalismo
2016,12,5,5-QUINTA,1,4,4-MADRUGADA,5,CENTRO,5,Vandalismo
2016,2,5,5-QUINTA,4,2,2-TARDE,19,BOQUEIRÃO,2,Cão solto em via pública
2017,1,6,6-SEXTA,20,2,2-TARDE,19,BOQUEIRÃO,1,Transporte Coletivo
2017,5,4,4-QUARTA,3,3,3-NOITE,5,CENTRO,8,Desordem
2019,8,6,6-SEXTA,30,2,2-TARDE,64,BIGORRILHO,9,Uso de substância ilícita
2015,11,5,5-QUINTA,5,3,3-NOITE,9,CIDADE INDUSTRIAL,6,Arrombamento
2019,10,7,7-SABADO,19,2,2-TARDE,25,SÍTIO CERCADO,5,Vandalismo
2017,10,3,3-TERCA,31,1,1-MANHA,1,XAXIM,9,Uso de substância ilícita
2016,2,4,4-QUARTA,24,3,3-NOITE,15,CAPÃO RASO,1,Transporte Coletivo
2016,1,7,7-SABADO,16,4,4-MADRUGADA,32,BATEL,4,Pichação
2015,10,1,1-DOMINGO,25,2,2-TARDE,25,SÍTIO CERCADO,6,Arrombamento
2015,6,7,7-SABADO,20,3,3-NOITE,5,CENTRO,8,Desordem
2015,8,2,2-SEGUNDA,10,4,4-MADRUGADA,23,SÃO FRANCISCO,4,Pichação
2015,10,4,4-QUARTA,28,3,3-NOITE,9,CIDADE INDUSTRIAL,6,Arrombamento
2020,4,4,4-QUARTA,22,2,2-TARDE,19,BOQUEIRÃO,10,Estacionamento irregular
2020,11,1,1-DOMINGO,29,3,3-NOITE,5,CENTRO,5,Vandalismo
2020,11,7,7-SABADO,28,4,4-MADRUGADA,5,CENTRO,5,Vandalismo
2016,7,2,2-SEGUNDA,11,2,2-TARDE,55,SANTA FELICIDADE,9,Uso de substância ilícita
2016,2,4,4-QUARTA,17,2,2-TARDE,19,BOQUEIRÃO,1,Transporte Coletivo
2020,11,2,2-SEGUNDA,9,1,1-MANHA,40,JARDIM BOTÂNICO,10,Estacionamento irregular
2019,2,5,5-QUINTA,7,1,1-MANHA,5,CENTRO,10,Estacionamento irregular
2015,3,3,3-TERCA,17,3,3-NOITE,36,BAIRRO ALTO,2,Cão solto em via pública
2018,6,1,1-DOMINGO,3,1,1-MANHA,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2017,12,7,7-SABADO,23,4,4-MADRUGADA,5,CENTRO,5,Vandalismo
